,0
2015-04-21,-0.24810298102981032
2015-04-22,-0.28285907859078585
2015-04-23,-0.34455736224028904
2015-04-24,-0.1947831978319783
2015-04-27,-0.12364498644986449
2015-04-28,-0.2093947606142728
2015-04-29,-0.03590785907859078
2015-04-30,0.07581300813008131
2015-05-01,-0.0023261065943992773
2015-05-04,0.008017163504968382
2015-05-05,0.11122402890695572
2015-05-06,0.05686540198735321
2015-05-07,0.032746160794941276
2015-05-08,0.1341237579042457
2015-05-11,0.17188346883468836
2015-05-12,0.2000903342366757
2015-05-13,0.3188798554652213
2015-05-14,0.13498193315266485
2015-05-15,0.10277777777777777
2015-05-18,0.11510840108401085
2015-05-19,0.12425474254742548
2015-05-20,0.13211382113821138
2015-05-21,0.09821589882565492
2015-05-22,0.09672538392050588
2015-05-26,0.07698735320686541
2015-05-27,-0.05675248419150858
2015-05-28,-0.18423667570009034
2015-05-29,-0.12321589882565492
2015-06-01,-0.07685185185185185
2015-06-02,0.05808491418247515
2015-06-03,0.08118789521228545
2015-06-04,-0.035727190605239385
2015-06-05,0.08604336043360432
2015-06-08,0.06901535682023487
2015-06-09,0.16278229448961157
2015-06-10,0.1893631436314363
2015-06-11,0.12603884372177054
2015-06-12,0.18669933773636394
2015-06-15,0.11174345076784101
2015-06-16,0.12850045167118337
2015-06-17,0.07466124661246612
2015-06-18,0.002145438121047877
2015-06-19,0.00980126467931346
2015-06-22,-0.05178410117434507
2015-06-23,0.006255645889792231
2015-06-24,0.14229900632339657
2015-06-25,0.07299006323396567
2015-06-26,0.06610207768744354
2015-06-29,0.10191960252935862
2015-06-30,-0.1339430894308943
2015-07-01,-0.08073622402890696
2015-07-02,0.0013324299909665764
2015-07-06,0.003093947606142728
2015-07-07,-0.03593044263775971
2015-07-08,0.16675700090334236
2015-07-09,0.0030261969286359525
2015-07-10,-0.11488256549232159
2015-07-13,0.014137308039747063
2015-07-14,0.037556458897922314
2015-07-15,-0.11946702800361336
2015-07-16,0.16135953026196925
2015-07-17,0.16025293586269196
2015-07-20,0.06047877145438121
2015-07-21,0.14378952122854563
2015-07-22,0.16492773261065943
2015-07-23,0.0061201445347786815
2015-07-24,0.05128726287262872
2015-07-27,0.16849593495934959
2015-07-28,0.1266260162601626
2015-07-29,0.1368337850045167
2015-07-30,0.10049683830171635
2015-07-31,0.06237579042457091
2015-08-03,0.15083559168925023
2015-08-04,0.027755194218608854
2015-08-05,0.02362240289069557
2015-08-06,0.06251129177958445
2015-08-07,0.013595302619692863
2015-08-10,-0.10200993676603433
2015-08-11,0.04338301716350497
2015-08-12,0.010185185185185186
2015-08-13,-0.07793586269196025
2015-08-14,-0.17357723577235773
2015-08-17,-0.27084462511291774
2015-08-18,-0.2123983739837398
2015-08-19,0.0011969286359530262
2015-08-20,0.2984191508581752
2015-08-21,0.3956413730803975
2015-08-24,0.360230352303523
2015-08-25,0.256639566395664
2015-08-26,0.162646793134598
2015-08-27,0.05092592592592592
2015-08-28,-0.05989159891598915
2015-08-31,0.15311653116531163
2015-09-01,0.26551490514905146
2015-09-02,0.2881662149954833
2015-09-03,0.3453026196928636
2015-09-04,0.32694218608852754
2015-09-08,0.22382565492321588
2015-09-09,0.19103432700993675
2015-09-10,0.12892953929539294
2015-09-11,0.009643179765130985
2015-09-14,-0.15663956639566395
2015-09-15,-0.19699638663053298
2015-09-16,0.01700542005420054
2015-09-17,-0.06018552498698559
2015-09-18,-0.11863143631436315
2015-09-21,-0.26208220415537486
2015-09-22,-0.23193315266485998
2015-09-23,-0.11562782294489611
2015-09-24,0.006729900632339656
2015-09-25,0.0054200542005420045
2015-09-28,0.024028906955736222
2015-09-29,-0.14236675700090334
2015-09-30,-0.14042457091237578
2015-10-01,-0.21734417344173443
2015-10-02,-0.143970189701897
2015-10-05,-0.18809846431797653
2015-10-06,-0.13030713640469735
2015-10-07,-0.14907407407407408
2015-10-08,0.025225835591689248
2015-10-09,0.07276422764227643
2015-10-12,0.006345980126467932
2015-10-13,0.07581300813008131
2015-10-14,0.1343947606142728
2015-10-15,-0.007881662149954833
2015-10-16,0.024390243902439025
2015-10-19,-0.10119692863595303
2015-10-20,-0.034304426377597105
2015-10-21,-0.04186991869918699
2015-10-22,0.24288617886178862
2015-10-23,0.1894308943089431
2015-10-26,0.12323848238482385
2015-10-27,-0.0018970189701897017
2015-10-28,0.026738934056007226
2015-10-29,0.3653342366757001
2015-10-30,0.33796296296296297
2015-11-02,0.4350722673893405
2015-11-03,0.2341237579042457
2015-11-04,0.21422764227642274
2015-11-05,0.20313911472448057
2015-11-06,-0.013121047877145438
2015-11-09,-0.13656278229448962
2015-11-10,0.1921409214092141
2015-11-11,0.04144083107497741
2015-11-12,-0.19810298102981028
2015-11-13,0.026671183378500447
2015-11-16,-0.04392502258355917
2015-11-17,-0.14678267153955454
2015-11-18,0.05467479674796748
2015-11-19,0.12499999999999999
2015-11-20,-0.006029810298102982
2015-11-23,-0.01420505871725384
2015-11-24,0.2696025293586269
2015-11-25,0.10718157181571815
2015-11-27,0.02863595302619693
2015-11-30,0.0475609756097561
2015-12-01,0.056797651309846424
2015-12-02,-0.09546070460704607
2015-12-03,-0.02940379403794038
2015-12-04,0.017208672086720864
2015-12-07,0.08529810298102981
2015-12-08,0.027574525745257455
2015-12-09,0.04394760614272809
2015-12-10,-0.07260614272809394
2015-12-11,-0.07750677506775068
2015-12-14,0.12463866305329717
2015-12-15,-0.026784101174345074
2015-12-16,0.0749096657633243
2015-12-17,0.20989159891598916
2015-12-18,0.3468834688346883
2015-12-21,0.31420505871725385
2015-12-22,0.13563685636856368
2015-12-23,0.16070460704607045
2015-12-24,0.020912375790424573
2015-12-28,-0.07942637759710931
2015-12-29,-0.1357497741644083
2015-12-30,-0.11639566395663954
2015-12-31,-0.18588527551942186
2016-01-04,-0.10711382113821137
2016-01-05,-0.022199638663053297
2016-01-06,-0.10718157181571815
2016-01-07,-0.11926377597109304
2016-01-08,-0.0471093044263776
2016-01-11,-0.18816621499548328
2016-01-12,-0.05133242999096657
2016-01-13,0.13640469738030714
2016-01-14,0.12016711833785004
2016-01-15,0.2492095754290876
2016-01-19,0.13209123757904245
2016-01-20,-0.07411924119241192
2016-01-21,-0.13292682926829266
2016-01-22,-0.1128952122854562
2016-01-25,-0.03656278229448961
2016-01-26,-0.1426151761517615
2016-01-27,-0.1511743450767841
2016-01-28,-0.09426377597109305
2016-01-29,-0.2546070460704607
2016-02-01,-0.4212962962962962
2016-02-02,-0.3139792231255646
2016-02-03,-0.18692411924119243
2016-02-04,-0.12850045167118337
2016-02-05,0.05106142728093948
2016-02-08,0.5905600722673893
2016-02-09,0.5441508581752483
2016-02-10,0.28543360433604337
2016-02-11,0.13597560975609754
2016-02-12,0.031074977416440826
2016-02-16,-0.06047877145438121
2016-02-17,-0.09787714543812104
2016-02-18,0.1579494128274616
2016-02-19,0.11641824751580847
2016-02-22,0.07226738934056007
2016-02-23,0.1713188798554652
2016-02-24,0.23744354110207772
2016-02-25,0.15907859078590786
2016-02-26,-0.14229900632339657
2016-02-29,-0.07353206865401987
2016-03-01,-0.12513550135501356
2016-03-02,-0.026242095754290876
2016-03-03,-0.11133694670280035
2016-03-04,0.042841011743450765
2016-03-07,-0.040334236675700096
2016-03-08,0.06558265582655827
2016-03-09,0.00894308943089431
2016-03-10,-0.09661246612466125
2016-03-11,-0.07594850948509485
2016-03-14,-0.17174796747967477
2016-03-15,-0.16865401987353207
2016-03-16,0.07041553748870823
2016-03-17,0.16664408310749776
2016-03-18,0.09252484191508582
2016-03-21,0.42680668473351396
2016-03-22,0.346680216802168
2016-03-23,0.07739385727190605
2016-03-24,0.17199638663053296
2016-03-28,0.3265808491418247
2016-03-29,0.2503839205058717
2016-03-30,0.23943089430894307
2016-03-31,0.16476964769647695
2016-04-01,-0.022696476964769646
2016-04-04,-0.20727190605239387
2016-04-05,-0.13231707317073169
2016-04-06,-0.13236224028906954
2016-04-07,-0.14878048780487807
2016-04-08,-0.01673441734417344
2016-04-11,-0.08294941282746161
2016-04-12,0.023125564588979224
2016-04-13,0.16476964769647695
2016-04-14,0.11077235772357724
2016-04-15,-0.026106594399277323
2016-04-18,0.10121951219512196
2016-04-19,0.10916892502258356
2016-04-20,-0.13218157181571816
2016-04-21,-0.004087624209575429
2016-04-22,0.0012646793134598012
2016-04-25,-0.053771454381210476
2016-04-26,0.13918247515808493
2016-04-27,0.251196928635953
2016-04-28,0.2206639566395664
2016-04-29,0.2058717253839205
2016-05-02,0.1838301716350497
2016-05-03,0.1989385727190605
2016-05-04,0.06375338753387534
2016-05-05,-0.058220415537488704
2016-05-06,0.0421409214092141
2016-05-09,-0.0895438121047877
2016-05-10,-0.19986449864498643
2016-05-11,0.14498644986449863
2016-05-12,0.29354110207768747
2016-05-13,0.23676603432700996
2016-05-16,0.11386630532971996
2016-05-17,0.1609304426377597
2016-05-18,-0.011766034327009935
2016-05-19,-0.06409214092140922
2016-05-20,-0.04509936766034327
2016-05-23,-0.1492773261065944
2016-05-24,-0.041982836495031615
2016-05-25,-0.030374887082204153
2016-05-26,0.04428635953026197
2016-05-27,0.06969286359530262
2016-05-31,0.03936314363143631
2016-06-01,0.19954832881662146
2016-06-02,-0.04631887985546523
2016-06-03,0.09168925022583557
2016-06-06,0.10763324299909666
2016-06-07,0.06321138211382114
2016-06-08,0.04202800361336947
2016-06-09,0.053410117434507666
2016-06-10,-0.03584010840108401
2016-06-13,-0.06677958446251128
2016-06-14,-0.11711833785004515
2016-06-15,-0.035591689250225836
2016-06-16,0.0014679313459801263
2016-06-17,0.015311653116531163
2016-06-20,-0.05521680216802168
2016-06-21,0.14369918699186993
2016-06-22,0.10284552845528455
2016-06-23,0.07836495031616982
2016-06-24,-0.0468383017163505
2016-06-27,0.06854110207768743
2016-06-28,0.035411020776874434
2016-06-29,0.06260162601626015
2016-06-30,0.15740740740740738
2016-07-01,0.0468383017163505
2016-07-05,0.1661698283649503
2016-07-06,0.05582655826558265
2016-07-07,0.05806233062330623
2016-07-08,-0.06549232158988255
2016-07-11,0.1119241192411924
2016-07-12,-0.008355916892502258
2016-07-13,0.10959801264679314
2016-07-14,-0.08665311653116532
2016-07-15,0.11878952122854561
2016-07-18,0.09600271002710026
2016-07-19,0.037353206865401986
2016-07-20,0.1014453477868112
2016-07-21,0.17305781391147246
2016-07-22,0.09909665763324299
2016-07-25,0.24019873532068653
2016-07-26,0.18344625112917795
2016-07-27,0.1184281842818428
2016-07-28,-0.10146793134598012
2016-07-29,-0.06214995483288165
2016-08-01,-0.09442186088527552
2016-08-02,-0.015085817524841913
2016-08-03,0.05975609756097561
2016-08-04,-0.08651761517615175
2016-08-05,-0.046477227175690944
2016-08-08,-0.0665989159891599
2016-08-09,-0.17746160794941282
2016-08-10,-0.30383920505871725
2016-08-11,-0.24747064137308036
2016-08-12,-0.04164408310749774
2016-08-15,-0.138550135501355
2016-08-16,-0.005555555555555556
2016-08-17,0.15788166214995483
2016-08-18,0.3714995483288166
2016-08-19,0.1674119241192412
2016-08-22,0.17287714543812105
2016-08-23,0.24229900632339657
2016-08-24,0.26025293586269194
2016-08-25,0.09019873532068653
2016-08-26,0.2535230352303523
2016-08-29,0.17847786811201446
2016-08-30,0.053184281842818426
2016-08-31,-0.09494128274616079
2016-09-01,-0.1093947606142728
2016-09-02,-0.12052845528455285
2016-09-06,-0.1597335140018067
2016-09-07,-0.1770776874435411
2016-09-08,-0.06014001806684734
2016-09-09,0.10440379403794037
2016-09-12,0.11004968383017162
2016-09-13,0.20835591689250224
2016-09-14,0.13868563685636856
2016-09-15,0.22364498644986447
2016-09-16,0.3122177055103884
2016-09-19,0.2789747064137308
2016-09-20,0.29905149051490515
2016-09-21,0.2971900247903328
2016-09-22,0.11919602529358626
2016-09-23,0.10639114724480578
2016-09-26,0.005555555555555556
2016-09-27,-0.17208672086720864
2016-09-28,-0.1628048780487805
2016-09-29,-0.03471093044263776
2016-09-30,-0.017208672086720864
2016-10-03,0.018066847335140017
2016-10-04,-0.09214092140921408
2016-10-05,0.16205962059620596
2016-10-06,0.25135501355013545
2016-10-07,0.2373757904245709
2016-10-10,0.25115176151761515
2016-10-11,0.18550135501355014
2016-10-12,-0.007949412827461607
2016-10-13,0.02186088527551942
2016-10-14,0.014543812104787715
2016-10-17,0.06743450767841012
2016-10-18,-0.11456639566395664
2016-10-19,-0.08118789521228545
2016-10-20,-0.13353960119939326
2016-10-21,-0.06294037940379403
2016-10-24,-0.0037940379403794034
2016-10-25,-0.09690605239385727
2016-10-26,-0.028500451671183376
2016-10-27,0.04762899519607978
2016-10-28,0.0796973803071364
2016-10-31,0.13055555555555556
2016-11-01,0.14365401987353207
2016-11-02,0.21849593495934957
2016-11-03,0.12032520325203253
2016-11-04,0.09498644986449864
2016-11-07,0.053252032520325204
2016-11-08,0.016169828364950317
2016-11-09,-0.07610659439927732
2016-11-10,0.07703252032520326
2016-11-11,0.019173441734417346
2016-11-14,0.27420957542908764
2016-11-15,-0.007768744354110207
2016-11-16,-0.157226738934056
2016-11-17,-0.03721770551038844
2016-11-18,0.09776477961300588
2016-11-21,0.04952574525745257
2016-11-22,-0.17793586269196024
2016-11-23,-0.21741192411924118
2016-11-25,-0.17050587172538392
2016-11-28,-0.22651309846431797
2016-11-29,-0.19577687443541103
2016-11-30,-0.2586269196025293
2016-12-01,-0.031187895212285453
2016-12-02,0.034372177055103884
2016-12-05,0.21919602529358628
2016-12-06,0.15530713640469737
2016-12-07,0.23053297199638664
2016-12-08,0.37723577235772354
2016-12-09,0.19062782294489608
2016-12-12,0.04374435411020777
2016-12-13,-0.06921860885275519
2016-12-14,-0.1280713640469738
2016-12-15,-0.041982836495031615
2016-12-16,-0.0703929539295393
2016-12-19,-0.04758355916892502
2016-12-20,0.12497741644083105
2016-12-21,0.18615627822944894
2016-12-22,0.09715447154471545
2016-12-23,-0.10097109304426377
2016-12-27,-0.1638888888888889
2016-12-28,-0.04392502258355917
2016-12-29,-0.01790876242095754
2016-12-30,-0.10338753387533874
2017-01-03,0.009191508581752484
2017-01-04,0.22588075880758807
2017-01-05,0.2778003613369467
2017-01-06,0.21955736224028907
2017-01-09,0.33909214092140916
2017-01-10,0.09785456187895211
2017-01-11,0.10826558265582656
2017-01-12,0.05354561878952123
2017-01-13,0.12468383017163504
2017-01-17,0.06142728093947606
2017-01-18,0.15465221318879857
2017-01-19,-0.05212285456187895
2017-01-20,0.1920505871725384
2017-01-23,0.1215672990063234
2017-01-24,0.24297651309846433
2017-01-25,0.24390243902439024
2017-01-26,0.17630984643179767
2017-01-27,0.09704155374887082
2017-01-30,0.08326558265582656
2017-01-31,-0.15185185185185185
2017-02-01,0.08001355013550135
2017-02-02,0.07486449864498645
2017-02-03,0.16041102077687444
2017-02-06,0.1727416440831075
2017-02-07,0.19067299006323396
2017-02-08,0.0007452574525745257
2017-02-09,0.05962059620596206
2017-02-10,0.04114724480578139
2017-02-13,0.10770099367660342
2017-02-14,0.05228093947606142
2017-02-15,0.0818654019873532
2017-02-16,0.10038392050587172
2017-02-17,0.1679539295392954
2017-02-21,0.03584010840108401
2017-02-22,0.05808491418247515
2017-02-23,-0.11056910569105691
2017-02-24,-0.11589882565492321
2017-02-27,-0.1977642276422764
2017-02-28,-0.008491418247515809
2017-03-01,0.001987353206865402
2017-03-02,-0.025406504065040646
2017-03-03,-0.07077687443541103
2017-03-06,0.15465221318879857
2017-03-07,-0.04180216802168022
2017-03-08,0.06646341463414633
2017-03-09,0.13096205962059618
2017-03-10,0.2698509485094851
2017-03-13,0.16151761517615176
2017-03-14,0.028477868112014453
2017-03-15,-0.04338301716350497
2017-03-16,-0.006549232158988256
2017-03-17,-0.22610659439927733
2017-03-20,-0.1598238482384824
2017-03-21,0.13279132791327913
2017-03-22,0.17023486901535684
2017-03-23,0.22721318879855465
2017-03-24,0.1898148148148148
2017-03-27,-0.06763775971093043
2017-03-28,-0.17387082204155374
2017-03-29,-0.19155374887082202
2017-03-30,-0.13839205058717255
2017-03-31,-0.09835140018066846
2017-04-03,0.046951219512195115
2017-04-04,0.12199638663053297
2017-04-05,0.006074977416440831
2017-04-06,-0.036788617886178855
2017-04-07,0.022086720867208674
2017-04-10,-0.07335140018066848
2017-04-11,0.06522131887985547
2017-04-12,0.2217479674796748
2017-04-13,0.22332881662149953
2017-04-17,0.2635049683830171
2017-04-18,0.2457317073170732
2017-04-19,0.23310749774164408
2017-04-20,-0.06771718449286165
2017-04-21,-0.017795844625112918
2017-04-24,0.01727642276422764
2017-04-25,-0.04406052393857272
2017-04-26,-0.02050587172538392
2017-04-27,-0.039972899728997285
2017-04-28,0.013798554652213187
2017-05-01,-0.03626919602529359
2017-05-02,0.10341011743450768
2017-05-03,0.25670731707317074
2017-05-04,0.09546070460704607
2017-05-05,0.09731255645889793
2017-05-08,0.18631436314363142
2017-05-09,0.29419602529358624
2017-05-10,0.03550135501355014
2017-05-11,0.017412022425878384
2017-05-12,0.08453026196928635
2017-05-15,0.04116982836495031
2017-05-16,-0.04031165311653116
2017-05-17,0.18622402890695575
2017-05-18,0.1774390243902439
2017-05-19,0.18550135501355014
2017-05-22,0.16476964769647695
2017-05-23,0.1736675700090334
2017-05-24,0.15806233062330624
2017-05-25,0.09478319783197832
2017-05-26,0.14975158084914184
2017-05-30,0.024887082204155375
2017-05-31,0.0522583559168925
2017-06-01,0.11296296296296296
2017-06-02,0.016463414634146342
2017-06-05,-0.046205962059620596
2017-06-06,0.10248419150858175
2017-06-07,0.08922764227642277
2017-06-08,0.011314363143631434
2017-06-09,-0.1049683830171635
2017-06-12,0.0661472448057814
2017-06-13,-0.046612466124661245
2017-06-14,-0.023915989159891595
2017-06-15,0.1130081300813008
2017-06-16,0.15336495031616984
2017-06-19,0.0034327009936766036
2017-06-20,-0.004110207768744354
2017-06-21,-0.03965672990063234
2017-06-22,-0.034168925022583556
2017-06-23,-0.04598012646793135
2017-06-26,-0.042118337850045165
2017-06-27,-0.09257000903342366
2017-06-28,-0.063550135501355
2017-06-29,0.06230803974706414
2017-06-30,0.18322041553748872
2017-07-03,0.17764227642276423
2017-07-05,0.35792682926829267
2017-07-06,0.2745709123757904
2017-07-07,0.2224932249322493
2017-07-10,0.2705058717253839
2017-07-11,0.2372854561878952
2017-07-12,0.07786811201445347
2017-07-13,0.06745709123757904
2017-07-14,0.059033423667570015
2017-07-17,0.03753387533875339
2017-07-18,0.003364950316169828
2017-07-19,0.012466124661246612
2017-07-20,0.027777777777777773
2017-07-21,-0.09731255645889793
2017-07-24,-0.062240289069557364
2017-07-25,0.10237127371273712
2017-07-26,0.08048780487804878
2017-07-27,0.11099819331526647
2017-07-28,0.017682926829268295
2017-07-31,0.10438121047877146
2017-08-01,0.004516711833785004
2017-08-02,0.0743676603432701
2017-08-03,0.11960252935862692
2017-08-04,0.13466576332429991
2017-08-07,0.2832429990966576
2017-08-08,0.09022131887985546
2017-08-09,0.13979223125564588
2017-08-10,0.2068654019873532
2017-08-11,0.202710027100271
2017-08-14,0.180420054200542
2017-08-15,0.34374435411020776
2017-08-16,0.19577687443541103
2017-08-17,0.12705510388437216
2017-08-18,-0.027529358626919603
2017-08-21,0.12635501355013548
2017-08-22,-0.23480126467931345
2017-08-23,-0.2069557362240289
2017-08-24,-0.08351400180668472
2017-08-25,-0.032407407407407406
2017-08-28,-0.07391598915989159
2017-08-29,0.004426377597109304
2017-08-30,-0.0854787714543812
2017-08-31,0.09911924119241192
2017-09-01,0.0842818428184282
2017-09-05,0.015311653116531163
2017-09-06,-0.10889792231255645
2017-09-07,-0.1318654019873532
2017-09-08,-0.12694218608852756
2017-09-11,-0.07023486901535682
2017-09-12,-0.03665311653116531
2017-09-13,0.0899954832881662
2017-09-14,0.004855465221318879
2017-09-15,0.07850045167118339
2017-09-18,-0.11158536585365852
2017-09-19,0.015379403794037941
2017-09-20,0.06406955736224028
2017-09-21,0.1249096657633243
2017-09-22,0.22016711833785005
2017-09-25,0.26449864498644987
2017-09-26,0.304516711833785
2017-09-27,0.3406278229448961
2017-09-28,0.30336495031616983
2017-09-29,0.23656278229448957
2017-10-02,0.03204607046070461
2017-10-03,-0.1184281842818428
2017-10-04,-0.16300813008130083
2017-10-05,-0.1646341463414634
2017-10-06,-0.187646793134598
2017-10-09,-0.21029810298102983
2017-10-10,-0.023870822041553746
2017-10-11,-0.004200542005420054
2017-10-12,0.1894760614272809
2017-10-13,0.24970641373080393
2017-10-16,0.2066847335140018
2017-10-17,0.09040198735320687
2017-10-18,0.15435862691960253
2017-10-19,0.12283197831978318
2017-10-20,0.13904697380307135
2017-10-23,0.04787714543812104
2017-10-24,0.07357723577235771
2017-10-25,0.01016260162601626
2017-10-26,0.029742547425474258
2017-10-27,0.058559168925022574
2017-10-30,-0.004878048780487805
2017-10-31,0.002100271002710027
2017-11-01,0.0759936766034327
2017-11-02,0.07802619692863594
2017-11-03,0.029268292682926824
2017-11-06,0.11750225835591689
2017-11-07,-0.0052393857271906055
2017-11-08,0.1614724480578139
2017-11-09,0.0015130984643179763
2017-11-10,0.09851004127325748
2017-11-13,-0.03884372177055103
2017-11-14,-0.02420957542908762
2017-11-15,-0.10898825654923215
2017-11-16,-0.08561427280939476
2017-11-17,-0.22588075880758807
2017-11-20,0.012014453477868111
2017-11-21,-0.14704155374887082
2017-11-22,-0.06598915989159891
2017-11-24,-0.03362691960252936
2017-11-27,-0.05514905149051491
2017-11-28,-0.06998644986449865
2017-11-29,-0.24846431797651308
2017-11-30,-0.341847335140018
2017-12-01,-0.2147244805781391
2017-12-04,0.2559846431797651
2017-12-05,0.10980126467931346
2017-12-06,-0.05837850045167117
2017-12-07,-0.2571364046973803
2017-12-08,-0.11686991869918698
2017-12-11,-0.11355013550135501
2017-12-12,0.05593947606142728
2017-12-13,-0.05408762420957542
2017-12-14,-0.09374435411020776
2017-12-15,-0.171726353471309
2017-12-18,-0.18785004516711834
2017-12-19,-0.2534101174345077
2017-12-20,-0.19760614272809393
2017-12-21,0.010727190605239384
2017-12-22,-0.12619692863595303
2017-12-26,0.024345076784101173
2017-12-27,-0.0026874435411020775
2017-12-28,-0.05149051490514905
2017-12-29,-0.08383017163504969
2018-01-02,-0.02384407106804795
2018-01-03,-0.19241442804306577
2018-01-04,-0.3069984362311851
2018-01-05,-0.3523021712604762
2018-01-08,-0.33541864215067657
2018-01-09,-0.15161457310440593
2018-01-10,-0.10114462267703776
2018-01-11,0.10775593329136016
2018-01-12,0.1545529333774381
2018-01-16,0.3330824048844133
2018-01-17,0.07459099807852981
2018-01-18,-0.0061657395893134105
2018-01-19,-0.009850732390739003
2018-01-22,-0.0664262101067437
2018-01-23,-0.041847548970437694
2018-01-24,-0.10582913966969971
2018-01-25,-0.02649341229783106
2018-01-26,-0.11593276372328164
2018-01-29,-0.13493576581690775
2018-01-30,-0.009886859771145137
2018-01-31,-0.09082423434101902
2018-02-01,-0.2466568054894526
2018-02-02,-0.16788478847884786
2018-02-05,0.00696069606960696
2018-02-06,-0.07930393039303929
2018-02-07,0.17928592859285927
2018-02-08,0.2658865886588659
2018-02-09,0.15997599759975997
2018-02-12,0.175013501350135
2018-02-13,-0.27547554755475545
2018-02-14,-0.13045304530453045
2018-02-15,-0.061854185418541846
2018-02-16,-0.1889228922892289
2018-02-20,-0.21136513651365135
2018-02-21,0.018313831383138312
2018-02-22,0.015313531353135313
2018-02-23,-0.048868886888688866
2018-02-26,0.03493549354935493
2018-02-27,0.09894419125214425
2018-02-28,0.043984398439843975
2018-03-01,0.025166516651665166
2018-03-02,0.029217009352094755
2018-03-05,-0.01458145814581458
2018-03-06,-0.003876399269142167
2018-03-07,0.098025802580258
2018-03-08,0.06394239423942394
2018-03-09,0.15294329432943293
2018-03-12,0.2596939693969397
2018-03-13,0.22034269529860737
2018-03-14,-0.014305430543054304
2018-03-15,0.05489348934893489
2018-03-16,-0.014065406540654064
2018-03-19,0.17404140414041402
2018-03-20,-0.15372337233723368
2018-03-21,-0.26660666066606653
2018-03-22,-0.15068706870687065
2018-03-23,-0.3139513951395139
2018-03-26,-0.3856585658565856
2018-03-27,-0.08441669491995665
2018-03-28,0.1269126912691269
2018-03-29,-0.07204320432043203
2018-04-02,0.04172817281728172
2018-04-03,0.1816261626162616
2018-04-04,0.006456645664566456
2018-04-05,0.12506450645064504
2018-04-06,0.17231323132313228
2018-04-09,0.16464446444644465
2018-04-10,0.09174917491749174
2018-04-11,0.05503750375037503
2018-04-12,-0.09951395139513951
2018-04-13,-0.12535253525352535
2018-04-16,-0.027158715871587157
2018-04-17,-0.20735673567356733
2018-04-18,-0.1615361536153615
2018-04-19,-0.07243924392439244
2018-04-20,-0.03061506150615061
2018-04-23,0.06946294629462946
2018-04-24,0.33490549054905483
2018-04-25,0.11606360636063605
2018-04-26,0.21558955895589554
2018-04-27,0.2522052205220522
2018-04-30,0.29762976297629756
2018-05-01,0.2867566756675667
2018-05-02,0.2156375637563756
2018-05-03,0.06275427542754275
2018-05-04,0.09131713171317131
2018-05-07,0.03915991599159916
2018-05-08,-0.006840684068406839
2018-05-09,-0.07776777677767775
2018-05-10,-0.06646264626462646
2018-05-11,-0.009684968496849685
2018-05-14,-0.08523252325232522
2018-05-15,-0.09012901290129012
2018-05-16,0.15086708670867086
2018-05-17,0.09086108610861086
2018-05-18,0.07073507350735073
2018-05-21,0.11293129312931291
2018-05-22,0.15428742874287427
2018-05-23,0.09238523852385239
2018-05-24,0.24056405640564055
2018-05-25,0.29338133813381334
2018-05-29,0.30412241224122405
2018-05-30,0.2558415841584158
2018-05-31,0.17107710771077103
